paper_id,claim_id,table_figure,claim,value_script,value_paper,match,value_rewrite,match_rewrite,holds,defect_locus,notes
coppock_2021,fig4b_axis_label,Figure 17.4,Panel b vertical axis label,Outcome variable: Classroom Average SAT score,Outcome variable: SAT score,0,Outcome variable: Classroom Average SAT score,0,NA,archive,"The deposited script gives both panels the class-mean wording. The book restyled every axis label to sentence case, and in panel (b) the restyling also dropped ""classroom average"", which is a correction rather than a house style change, since panel (b) plots students. Running the deposited script does not produce the published label"
coppock_2021,clustered_either_or,Figure 17.4,Clustering can be handled by clustered standard errors or by weighting class means,both give 159.884,either approach,NA,both give 159.884,NA,1,,"Chapter: ""either by using clustered standard errors or by aggregating outcomes to the cluster-level and weighting the difference-in-means estimator by cluster size"". The two point estimates agree to 2e-13 and the standard errors to 7.1e-14; only the degrees of freedom differ"
coppock_2021,NA,Figure 17.5,N,100,NA,NA,100,NA,NA,,Not stated in the chapter
coppock_2021,fig5_scale_not_range,Figure 17.5,The vertical scale of both facets is the same but their range is not,10 units in each facet; 0 to 10 against -5 to 5,the same scale but not the same range,NA,10 units in each facet; 0 to 10 against -5 to 5,NA,1,,"Chapter: ""the vertical scale of both facets (but not their range) is set to be the same"""
coppock_2021,fig5_lin_separately,Figure 17.5,lm_lin is equivalent to interacting the covariate with the treatment indicator,1.9796,equivalent,NA,1.9796,NA,1,,"Chapter: ""I use the procedure recommended in Lin (2013) to adjust each treatment arm separately, equivalent to interacting the covariates with the treatment indicator and then predicting the average outcome in each treatment condition"". The two estimates agree to 0"
coppock_2021,resres_equals_mr,Figure 17.5,The residual on residual slope equals the multiple regression estimate,1.9796,exactly equal,NA,1.9796,NA,1,,"Chapter: the best linear summary of the residuals ""will be exactly the estimate obtained from the multiple regression"". The two agree to 0. The deposited script asserts in a comment that the standard errors are ""v. slightly off"" while the point estimates are fine, and both halves hold: the standard errors are 0.09486 against 0.09398"
coppock_2021,fig5_axis_label_likert,Figure 17.5,Vertical axis label describes the raw scale as a seven point Likert,100 distinct values over 0.6 to 8.7,7-point Likert,0,100 distinct values over 0.6 to 8.7,0,NA,paper_internal,"The vertical axis of Figure 17.5 reads ""Outcome variable (raw scale is 7-point Likert)"". The deposited covariate outcome takes 100 distinct values across 100 units, running 0.6 to 8.7, and 5 of them fall outside the 1 to 7 range such a scale allows. The generator draws Y ~ 0.5 * Z + 1.0 * X + 0.5 * Z * X + U with X normal, so nothing about it is a Likert item. The deposited script writes this label, so the chapter printed what its own code gave it; the chapter's only Likert outcome is Figure 17.8"
coppock_2021,NA,Figure 17.6,N,1189,NA,NA,1189,NA,NA,,"Not stated in the chapter; the design samples 2,500 units with probability pnorm(X)"
coppock_2021,fig6_cate_signs,Figure 17.6,Negative effects at low covariate values and positive effects at high ones,-3.64 at X = -2 and 4.40 at X = 2,negative at low and positive at high,NA,-3.64 at X = -2 and 4.40 at X = 2,NA,1,,"Chapter: ""The model estimates negative effects for low values of the covariate and positive effects for high values of the covariate"""
coppock_2021,fig6_fit_low,Figure 17.6,The linear model fits worst at low covariate values,mean residual 10.16 in the lowest bin,"does not fit well, especially at low values",NA,mean residual 10.16 in the lowest bin,NA,1,,"Chapter: ""the statistical model does not fit the data particularly well, especially at low values of the covariate"". Binning the covariate in half-unit steps, the largest mean residual is in the lowest bin. The fit is also poor at the top of the range, where the chapter does not say it is"
coppock_2021,NA,Figure 17.7,N,600,NA,NA,600,NA,NA,,Not stated in the chapter
coppock_2021,NA,Figure 17.7,N per assigned arm,300,NA,NA,300,NA,NA,,Not stated in the chapter
coppock_2021,fig7_two_sided,Figure 17.7,Noncompliance is two-sided,treatment arm 0.667 and control arm 0.167,two-sided,NA,treatment arm 0.667 and control arm 0.167,NA,1,,"Caption: ""Simulated experiment encountering two-sided noncompliance"". Some control units take the treatment and some assigned units do not, so the label holds"
coppock_2021,NA,Figure 17.8,N,200,NA,NA,200,NA,NA,,Not stated in the chapter
coppock_2021,NA,Figure 17.8,N missing an outcome,19,NA,NA,19,NA,NA,,Not stated in the chapter
coppock_2021,attrition_likert_scale,Figure 17.8,Outcome on a seven point Likert scale,2 to 7,seven point Likert,1,2 to 7,1,NA,,"Chapter: ""the outcome variable (measured on a seven-point Likert scale)"". The realised draws use 6 of the seven categories, running 2 to 7, and none falls outside the stated scale"
coppock_2021,fig8_lower_bound,Figure 17.8,Lower bound group means are very similar and the worst case effect is near zero,"4.35 and 4.35, a difference of 0.00",very similar and close to zero,NA,"4.35 and 4.35, a difference of 0.00",NA,1,,"Chapter: ""the resulting group means (shown as large black points) are very similar in treatment and control, so the implied worst-case treatment effect estimate is very close to zero"". They are in fact equal to two decimal places"
coppock_2021,fig8_upper_bound,Figure 17.8,Upper bound effect is close to a full scale point,1.14,close to a full-scale point,NA,1.14,NA,1,,"Chapter: ""The upper-bound treatment effect estimate is close to a full-scale point"". The upper bound is 1.14, a little above the full point the chapter brackets it at, and the sentence hedges with ""close to"""
coppock_2021,fig8_bounds_range,Figure 17.8,The ATE lies somewhere between zero and one,0.00 to 1.14,zero and one,NA,0.00 to 1.14,NA,NA,,"Chapter: ""the ATE is likely to lie somewhere between zero and one"". The bounds are 0.00 to 1.14, so the upper end sits 0.14 above the point the sentence names. No verdict is recorded: the sentence hedges with ""likely"", and the chapter says in the same paragraph that the bounds are themselves estimates subject to sampling variability"
